data_hora,item,tipo,quantidade
2026-01-06 06:45:00,SKU-30,Saída,16
2026-01-06 01:55:00,SKU-15,Saída,15
2026-01-06 03:10:00,SKU-9,Entrada,12
2026-01-06 09:43:00,SKU-20,Entrada,46
2026-01-06 00:47:00,SKU-10,Saída,16
2026-01-06 10:53:00,SKU-35,Saída,20
2026-01-06 21:09:00,SKU-16,Entrada,12
2026-01-06 16:41:00,SKU-26,Saída,43
2026-01-06 16:44:00,SKU-9,Saída,75
2026-01-06 12:17:00,SKU-27,Entrada,7
2026-01-06 03:21:00,SKU-10,Saída,22
2026-01-06 15:49:00,SKU-2,Saída,65
2026-01-06 01:00:00,SKU-40,Saída,5
2026-01-06 14:00:00,SKU-34,Saída,63
2026-01-06 14:00:00,SKU-37,Saída,47
2026-01-06 15:58:00,SKU-18,Entrada,77
2026-01-06 00:03:00,SKU-19,Entrada,21
2026-01-06 07:26:00,SKU-13,Entrada,17
2026-01-06 19:02:00,SKU-2,Saída,24
2026-01-06 16:37:00,SKU-4,Saída,67
2026-01-06 08:26:00,SKU-40,Saída,15
2026-01-06 17:34:00,SKU-1,Entrada,73
2026-01-06 21:31:00,SKU-40,Entrada,15
2026-01-06 14:15:00,SKU-3,Entrada,47
2026-01-06 17:47:00,SKU-37,Entrada,52
2026-01-06 10:00:00,SKU-19,Saída,35
2026-01-06 18:15:00,SKU-18,Entrada,14
2026-01-06 17:14:00,SKU-38,Entrada,41
2026-01-06 23:16:00,SKU-36,Saída,7
2026-01-06 16:41:00,SKU-29,Entrada,79
2026-01-06 11:12:00,SKU-6,Saída,34
2026-01-06 08:32:00,SKU-29,Entrada,7
2026-01-06 01:18:00,SKU-10,Saída,19
2026-01-06 10:56:00,SKU-37,Saída,42
2026-01-06 00:43:00,SKU-18,Saída,11
2026-01-06 10:34:00,SKU-19,Saída,24
2026-01-06 10:25:00,SKU-10,Saída,31
2026-01-06 22:35:00,SKU-13,Saída,9
2026-01-06 18:29:00,SKU-3,Entrada,9
2026-01-06 22:33:00,SKU-1,Saída,11
2026-01-06 01:53:00,SKU-6,Entrada,21
2026-01-06 00:27:00,SKU-38,Saída,17
2026-01-06 17:30:00,SKU-34,Entrada,53
2026-01-06 08:33:00,SKU-32,Saída,9
2026-01-06 19:14:00,SKU-32,Saída,13
2026-01-06 15:03:00,SKU-35,Saída,59
2026-01-06 09:39:00,SKU-12,Saída,41
2026-01-06 08:34:00,SKU-2,Entrada,9
2026-01-06 14:25:00,SKU-39,Entrada,59
2026-01-06 00:43:00,SKU-39,Saída,5
2026-01-06 00:27:00,SKU-3,Entrada,17
2026-01-06 09:33:00,SKU-30,Entrada,26
2026-01-06 21:43:00,SKU-33,Entrada,21
2026-01-06 02:56:00,SKU-12,Saída,11
2026-01-06 05:46:00,SKU-19,Entrada,6
2026-01-06 10:03:00,SKU-12,Saída,23
2026-01-06 12:10:00,SKU-1,Entrada,10
2026-01-06 23:15:00,SKU-10,Saída,17
2026-01-06 16:10:00,SKU-36,Entrada,30
2026-01-06 06:54:00,SKU-25,Saída,20
2026-01-06 07:27:00,SKU-40,Saída,12
2026-01-06 12:59:00,SKU-34,Saída,23
2026-01-06 04:49:00,SKU-7,Entrada,15
2026-01-06 03:53:00,SKU-10,Saída,23
2026-01-06 12:51:00,SKU-2,Saída,17
2026-01-06 13:01:00,SKU-13,Entrada,7
2026-01-06 14:15:00,SKU-10,Entrada,56
2026-01-06 10:59:00,SKU-25,Entrada,33
2026-01-06 22:05:00,SKU-11,Saída,11
2026-01-06 06:50:00,SKU-33,Entrada,11
2026-01-06 07:19:00,SKU-11,Entrada,6
2026-01-06 04:06:00,SKU-19,Saída,9
2026-01-06 04:53:00,SKU-25,Entrada,13
2026-01-06 22:02:00,SKU-16,Entrada,12
2026-01-06 15:24:00,SKU-13,Entrada,78
2026-01-06 09:35:00,SKU-24,Entrada,39
2026-01-06 03:05:00,SKU-39,Saída,24
2026-01-06 08:57:00,SKU-25,Entrada,21
2026-01-06 20:17:00,SKU-22,Entrada,14
2026-01-06 03:13:00,SKU-31,Saída,14
2026-01-06 07:57:00,SKU-30,Saída,20
2026-01-06 05:05:00,SKU-23,Entrada,24
2026-01-06 22:58:00,SKU-5,Saída,19
2026-01-06 19:27:00,SKU-13,Saída,7
2026-01-06 04:00:00,SKU-4,Entrada,13
2026-01-06 18:32:00,SKU-20,Saída,14
2026-01-06 17:52:00,SKU-7,Entrada,69
2026-01-06 09:12:00,SKU-22,Entrada,40
2026-01-06 10:34:00,SKU-39,Entrada,53
2026-01-07 09:00:00,SKU-37,Entrada,60
2026-01-07 01:56:00,SKU-15,Entrada,24
2026-01-07 19:35:00,SKU-30,Entrada,15
2026-01-07 11:16:00,SKU-6,Saída,34
2026-01-07 00:58:00,SKU-30,Saída,23
2026-01-07 21:32:00,SKU-17,Entrada,20
2026-01-07 19:53:00,SKU-37,Saída,9
2026-01-07 21:01:00,SKU-8,Saída,16
2026-01-07 02:26:00,SKU-39,Entrada,20
2026-01-07 04:03:00,SKU-26,Entrada,18
2026-01-07 11:37:00,SKU-8,Saída,44
2026-01-07 04:18:00,SKU-34,Entrada,16
2026-01-07 19:38:00,SKU-25,Saída,17
2026-01-07 16:38:00,SKU-7,Entrada,41
2026-01-07 05:00:00,SKU-21,Entrada,10
2026-01-07 05:04:00,SKU-3,Entrada,14
2026-01-07 12:55:00,SKU-29,Entrada,5
2026-01-07 21:33:00,SKU-30,Entrada,9
2026-01-07 21:19:00,SKU-4,Saída,21
2026-01-07 08:33:00,SKU-20,Entrada,16
2026-01-07 19:53:00,SKU-13,Saída,13
2026-01-07 11:50:00,SKU-9,Saída,57
2026-01-07 10:20:00,SKU-8,Entrada,25
2026-01-07 14:22:00,SKU-25,Saída,74
2026-01-07 11:31:00,SKU-10,Saída,51
2026-01-07 14:23:00,SKU-38,Entrada,45
2026-01-07 16:05:00,SKU-18,Saída,66
2026-01-07 11:00:00,SKU-16,Entrada,37
2026-01-07 19:23:00,SKU-7,Saída,12
2026-01-07 16:57:00,SKU-30,Saída,57
2026-01-07 05:12:00,SKU-27,Entrada,6
2026-01-07 03:12:00,SKU-35,Entrada,10
2026-01-07 15:53:00,SKU-2,Saída,45
2026-01-07 08:44:00,SKU-7,Saída,18
2026-01-07 05:42:00,SKU-35,Saída,20
2026-01-07 03:45:00,SKU-11,Saída,16
2026-01-07 14:20:00,SKU-4,Saída,73
2026-01-07 02:00:00,SKU-35,Saída,9
2026-01-07 20:27:00,SKU-19,Saída,9
2026-01-07 05:02:00,SKU-24,Entrada,6
2026-01-07 20:38:00,SKU-12,Saída,25
2026-01-07 16:58:00,SKU-39,Saída,41
2026-01-07 20:20:00,SKU-15,Entrada,22
2026-01-07 23:16:00,SKU-32,Saída,7
2026-01-07 05:06:00,SKU-1,Saída,25
2026-01-07 13:52:00,SKU-22,Saída,16
2026-01-07 13:50:00,SKU-40,Saída,6
2026-01-07 12:26:00,SKU-24,Entrada,11
2026-01-07 17:29:00,SKU-40,Saída,73
2026-01-07 15:32:00,SKU-35,Saída,65
2026-01-07 16:46:00,SKU-37,Saída,75
2026-01-07 09:38:00,SKU-12,Entrada,22
2026-01-07 17:38:00,SKU-6,Saída,54
2026-01-07 14:46:00,SKU-4,Entrada,56
2026-01-07 17:21:00,SKU-3,Saída,80
2026-01-07 05:51:00,SKU-36,Saída,15
2026-01-07 18:19:00,SKU-6,Saída,7
2026-01-07 23:29:00,SKU-20,Saída,22
2026-01-07 10:12:00,SKU-1,Saída,43
2026-01-07 14:39:00,SKU-17,Saída,58
2026-01-07 02:24:00,SKU-12,Saída,9
2026-01-07 19:41:00,SKU-40,Entrada,20
2026-01-07 01:30:00,SKU-34,Saída,8
2026-01-07 22:55:00,SKU-19,Saída,16
2026-01-07 18:19:00,SKU-4,Entrada,15
2026-01-07 17:12:00,SKU-9,Saída,69
2026-01-07 20:07:00,SKU-16,Entrada,9
2026-01-07 19:31:00,SKU-4,Entrada,6
2026-01-07 04:31:00,SKU-10,Entrada,22
2026-01-07 07:14:00,SKU-38,Saída,18
2026-01-07 14:22:00,SKU-5,Saída,78
2026-01-07 23:30:00,SKU-1,Entrada,12
2026-01-07 07:40:00,SKU-38,Saída,10
2026-01-07 19:34:00,SKU-3,Saída,10
2026-01-07 15:57:00,SKU-1,Entrada,34
2026-01-07 06:04:00,SKU-7,Entrada,22
2026-01-07 03:02:00,SKU-7,Entrada,25
2026-01-07 23:48:00,SKU-23,Saída,14
2026-01-07 05:29:00,SKU-20,Saída,12
2026-01-07 15:42:00,SKU-12,Entrada,49
2026-01-07 10:35:00,SKU-21,Saída,35
2026-01-07 22:41:00,SKU-26,Entrada,24
2026-01-07 04:43:00,SKU-37,Saída,24
2026-01-07 09:26:00,SKU-21,Entrada,27
2026-01-07 04:54:00,SKU-20,Saída,14
2026-01-07 11:51:00,SKU-11,Saída,51
2026-01-07 02:00:00,SKU-36,Saída,8
2026-01-07 10:57:00,SKU-9,Entrada,45
2026-01-07 14:07:00,SKU-2,Saída,80
2026-01-07 12:16:00,SKU-18,Saída,18
2026-01-07 16:48:00,SKU-28,Entrada,60
2026-01-07 11:08:00,SKU-12,Entrada,57
2026-01-07 23:05:00,SKU-19,Entrada,17
2026-01-07 06:39:00,SKU-6,Entrada,6
2026-01-07 01:54:00,SKU-16,Entrada,16
2026-01-07 09:39:00,SKU-35,Saída,37
2026-01-07 14:09:00,SKU-7,Saída,54
2026-01-07 05:12:00,SKU-19,Entrada,11
2026-01-07 15:13:00,SKU-40,Saída,34
2026-01-07 15:13:00,SKU-21,Saída,67
2026-01-07 20:55:00,SKU-35,Entrada,6
2026-01-07 03:37:00,SKU-38,Entrada,12
2026-01-07 16:45:00,SKU-39,Saída,67
2026-01-07 23:36:00,SKU-17,Entrada,20
2026-01-07 05:24:00,SKU-13,Saída,6
2026-01-07 18:08:00,SKU-34,Saída,7
2026-01-07 07:38:00,SKU-6,Saída,24
2026-01-07 09:33:00,SKU-7,Saída,48
2026-01-07 00:50:00,SKU-10,Entrada,11
2026-01-07 12:26:00,SKU-13,Saída,11
2026-01-07 03:26:00,SKU-23,Saída,14
2026-01-07 08:29:00,SKU-38,Entrada,9
2026-01-07 13:04:00,SKU-25,Entrada,5
2026-01-07 02:02:00,SKU-32,Entrada,20
2026-01-07 21:07:00,SKU-32,Entrada,9
2026-01-07 09:50:00,SKU-32,Saída,46
2026-01-07 01:37:00,SKU-13,Saída,21
2026-01-07 14:01:00,SKU-34,Entrada,71
2026-01-07 18:47:00,SKU-37,Entrada,24
2026-01-07 22:28:00,SKU-4,Saída,11
2026-01-07 03:30:00,SKU-5,Saída,8
2026-01-07 20:06:00,SKU-38,Entrada,14
2026-01-07 11:58:00,SKU-8,Saída,28
2026-01-07 15:15:00,SKU-2,Saída,68
2026-01-07 11:53:00,SKU-16,Entrada,20
2026-01-07 08:12:00,SKU-23,Saída,19
2026-01-07 04:55:00,SKU-33,Entrada,13
2026-01-07 20:45:00,SKU-35,Entrada,20
2026-01-07 08:53:00,SKU-37,Entrada,11
2026-01-07 07:07:00,SKU-35,Saída,6
2026-01-07 23:01:00,SKU-27,Entrada,8
2026-01-07 01:23:00,SKU-36,Entrada,16
2026-01-07 07:13:00,SKU-14,Saída,14
2026-01-07 21:17:00,SKU-26,Entrada,22
2026-01-07 19:32:00,SKU-33,Entrada,25
2026-01-07 11:15:00,SKU-31,Saída,39
2026-01-07 15:32:00,SKU-10,Saída,79
2026-01-07 14:17:00,SKU-14,Saída,77
2026-01-07 09:53:00,SKU-2,Saída,46
2026-01-07 11:36:00,SKU-26,Entrada,48
2026-01-07 14:39:00,SKU-8,Saída,72
2026-01-07 16:36:00,SKU-18,Entrada,60
2026-01-07 13:40:00,SKU-18,Entrada,8
2026-01-07 06:24:00,SKU-31,Entrada,16
2026-01-07 20:22:00,SKU-27,Saída,14
2026-01-07 03:55:00,SKU-6,Saída,23
2026-01-07 10:07:00,SKU-29,Entrada,35
2026-01-07 08:01:00,SKU-2,Saída,19
2026-01-07 01:42:00,SKU-36,Entrada,18
2026-01-07 05:10:00,SKU-40,Saída,12
2026-01-07 14:29:00,SKU-28,Entrada,61
2026-01-07 03:26:00,SKU-28,Saída,25
2026-01-07 15:26:00,SKU-10,Saída,40
2026-01-07 07:21:00,SKU-23,Saída,8
2026-01-07 19:25:00,SKU-2,Entrada,6
2026-01-07 01:34:00,SKU-12,Entrada,7
2026-01-07 06:31:00,SKU-11,Saída,10
2026-01-07 22:06:00,SKU-15,Entrada,24
2026-01-07 20:01:00,SKU-4,Saída,15
2026-01-07 07:41:00,SKU-2,Entrada,11
2026-01-07 18:23:00,SKU-23,Entrada,18
2026-01-07 17:20:00,SKU-37,Saída,60
2026-01-07 23:12:00,SKU-6,Entrada,6
2026-01-07 03:40:00,SKU-12,Saída,19
2026-01-07 05:06:00,SKU-28,Saída,5
2026-01-07 14:47:00,SKU-25,Entrada,78
2026-01-07 20:39:00,SKU-40,Saída,25
2026-01-07 22:53:00,SKU-9,Entrada,21
2026-01-07 15:30:00,SKU-34,Saída,72
2026-01-07 21:06:00,SKU-23,Entrada,11
2026-01-07 12:37:00,SKU-33,Entrada,8
2026-01-07 17:59:00,SKU-30,Saída,39
2026-01-07 15:59:00,SKU-32,Entrada,46
2026-01-07 22:29:00,SKU-15,Entrada,9
2026-01-07 09:40:00,SKU-3,Entrada,20
2026-01-07 02:19:00,SKU-15,Saída,16
2026-01-07 17:11:00,SKU-29,Entrada,80
2026-01-07 03:03:00,SKU-3,Entrada,6
2026-01-07 01:30:00,SKU-29,Saída,15
2026-01-07 03:00:00,SKU-39,Saída,16
2026-01-07 15:30:00,SKU-8,Saída,39
2026-01-07 02:26:00,SKU-34,Saída,15
2026-01-07 02:04:00,SKU-38,Entrada,12
2026-01-07 13:18:00,SKU-30,Saída,19
2026-01-07 11:21:00,SKU-1,Entrada,21
2026-01-07 12:11:00,SKU-36,Saída,24
2026-01-07 03:11:00,SKU-4,Saída,23
2026-01-07 23:44:00,SKU-29,Saída,25
2026-01-07 12:13:00,SKU-16,Saída,21
2026-01-07 16:06:00,SKU-36,Saída,42
2026-01-07 21:31:00,SKU-16,Entrada,14
2026-01-07 07:34:00,SKU-28,Entrada,19
2026-01-07 10:44:00,SKU-21,Entrada,33
2026-01-07 10:28:00,SKU-30,Saída,42
2026-01-07 03:17:00,SKU-5,Entrada,13
2026-01-07 23:36:00,SKU-8,Entrada,11
2026-01-07 17:32:00,SKU-7,Saída,76
2026-01-07 10:39:00,SKU-14,Entrada,38
2026-01-07 16:35:00,SKU-31,Entrada,36
2026-01-07 04:45:00,SKU-28,Saída,20
2026-01-07 16:38:00,SKU-24,Saída,71
2026-01-07 11:42:00,SKU-16,Saída,39
2026-01-07 23:27:00,SKU-16,Saída,5
2026-01-07 20:14:00,SKU-21,Saída,22
2026-01-07 10:36:00,SKU-32,Saída,26
2026-01-07 11:39:00,SKU-35,Saída,47
2026-01-07 02:56:00,SKU-21,Saída,21
2026-01-07 16:14:00,SKU-22,Entrada,56
2026-01-07 15:52:00,SKU-22,Saída,40
2026-01-07 08:13:00,SKU-2,Entrada,5
2026-01-07 12:27:00,SKU-12,Saída,25
2026-01-07 07:47:00,SKU-26,Saída,20
2026-01-07 17:28:00,SKU-24,Saída,54
2026-01-07 07:01:00,SKU-16,Saída,20
2026-01-07 20:22:00,SKU-4,Entrada,15
2026-01-07 11:46:00,SKU-40,Entrada,46
2026-01-07 14:43:00,SKU-39,Entrada,66
2026-01-07 22:54:00,SKU-22,Saída,24
2026-01-07 14:30:00,SKU-18,Saída,69
2026-01-07 09:52:00,SKU-25,Saída,20
2026-01-07 15:31:00,SKU-6,Saída,39
2026-01-07 16:21:00,SKU-3,Saída,31
2026-01-07 15:53:00,SKU-9,Entrada,72
2026-01-07 13:33:00,SKU-38,Entrada,19
2026-01-07 10:29:00,SKU-15,Saída,33
2026-01-07 05:37:00,SKU-19,Entrada,6
2026-01-07 14:26:00,SKU-15,Entrada,61
2026-01-07 03:26:00,SKU-27,Saída,6
2026-01-07 14:52:00,SKU-10,Saída,31
2026-01-07 17:27:00,SKU-31,Entrada,44
2026-01-07 00:35:00,SKU-18,Entrada,14
2026-01-07 21:18:00,SKU-11,Entrada,17
2026-01-07 08:48:00,SKU-8,Saída,19
2026-01-07 08:02:00,SKU-13,Saída,16
2026-01-07 00:55:00,SKU-20,Saída,20
2026-01-07 22:13:00,SKU-21,Saída,24
2026-01-07 15:47:00,SKU-15,Saída,37
2026-01-07 08:00:00,SKU-36,Saída,17
2026-01-07 15:40:00,SKU-30,Saída,51
2026-01-07 02:38:00,SKU-26,Entrada,13
2026-01-07 10:49:00,SKU-21,Entrada,52
2026-01-07 18:29:00,SKU-28,Saída,24
2026-01-07 14:23:00,SKU-35,Entrada,62
2026-01-07 06:22:00,SKU-36,Entrada,7
2026-01-07 15:33:00,SKU-23,Entrada,31
2026-01-07 01:58:00,SKU-15,Saída,21
2026-01-07 22:59:00,SKU-14,Saída,23
2026-01-07 00:38:00,SKU-28,Entrada,12
2026-01-07 09:26:00,SKU-20,Saída,43
2026-01-07 04:14:00,SKU-9,Saída,23
2026-01-07 13:35:00,SKU-13,Entrada,18
2026-01-07 01:58:00,SKU-26,Saída,16
2026-01-07 15:33:00,SKU-40,Entrada,42
2026-01-07 12:32:00,SKU-16,Saída,8
2026-01-07 04:38:00,SKU-9,Entrada,21
2026-01-07 06:30:00,SKU-36,Saída,16
2026-01-07 22:54:00,SKU-36,Entrada,5
2026-01-07 19:29:00,SKU-10,Saída,18
2026-01-07 12:16:00,SKU-26,Saída,15
2026-01-07 02:32:00,SKU-7,Entrada,10
2026-01-07 14:02:00,SKU-10,Saída,37
2026-01-07 09:00:00,SKU-21,Entrada,38
2026-01-07 02:20:00,SKU-26,Saída,25
2026-01-07 19:55:00,SKU-21,Saída,23
2026-01-07 03:46:00,SKU-35,Saída,15
2026-01-07 11:02:00,SKU-30,Entrada,20
2026-01-07 01:30:00,SKU-30,Entrada,17
2026-01-07 05:02:00,SKU-27,Saída,5
2026-01-07 20:21:00,SKU-19,Saída,9
2026-01-07 14:38:00,SKU-4,Entrada,31
2026-01-07 16:42:00,SKU-8,Entrada,63
2026-01-07 03:36:00,SKU-38,Saída,8
2026-01-07 02:57:00,SKU-24,Entrada,22
2026-01-07 08:25:00,SKU-40,Saída,7
2026-01-07 12:16:00,SKU-6,Saída,25
2026-01-07 16:09:00,SKU-37,Entrada,67
2026-01-07 12:56:00,SKU-27,Saída,9
2026-01-07 01:47:00,SKU-15,Entrada,18
2026-01-07 21:40:00,SKU-40,Entrada,23
2026-01-07 12:29:00,SKU-39,Entrada,8
2026-01-07 08:37:00,SKU-29,Entrada,6
2026-01-07 19:09:00,SKU-11,Entrada,18
2026-01-07 23:59:00,SKU-12,Entrada,24
2026-01-07 16:14:00,SKU-29,Saída,42
2026-01-07 04:45:00,SKU-23,Saída,21
2026-01-07 14:58:00,SKU-9,Saída,62
2026-01-07 16:27:00,SKU-24,Entrada,38
2026-01-07 00:11:00,SKU-14,Saída,21
2026-01-07 17:22:00,SKU-35,Entrada,69
2026-01-07 05:38:00,SKU-10,Entrada,15
2026-01-07 15:59:00,SKU-7,Entrada,39
2026-01-07 12:02:00,SKU-25,Entrada,15
2026-01-07 07:05:00,SKU-14,Entrada,25
2026-01-07 06:01:00,SKU-17,Saída,24
2026-01-07 01:44:00,SKU-31,Entrada,6
2026-01-07 21:22:00,SKU-22,Entrada,7
2026-01-07 03:46:00,SKU-26,Saída,17
2026-01-07 00:24:00,SKU-17,Entrada,8
2026-01-07 04:58:00,SKU-9,Entrada,14
2026-01-07 17:01:00,SKU-5,Entrada,54
2026-01-07 10:18:00,SKU-25,Entrada,24
2026-01-07 15:04:00,SKU-38,Entrada,32
2026-01-07 02:42:00,SKU-17,Saída,12
2026-01-07 00:17:00,SKU-23,Saída,12
2026-01-07 01:10:00,SKU-26,Entrada,21
2026-01-07 09:37:00,SKU-30,Entrada,48
2026-01-07 10:15:00,SKU-12,Saída,53
2026-01-07 20:38:00,SKU-17,Saída,16
2026-01-07 09:01:00,SKU-36,Saída,47
2026-01-07 09:00:00,SKU-31,Entrada,49
2026-01-07 22:17:00,SKU-18,Entrada,24
2026-01-07 13:53:00,SKU-16,Saída,23
2026-01-07 03:19:00,SKU-8,Saída,16
2026-01-07 02:10:00,SKU-40,Saída,10
2026-01-07 15:04:00,SKU-34,Saída,66
2026-01-07 17:59:00,SKU-5,Saída,60
2026-01-07 14:32:00,SKU-15,Entrada,73
2026-01-07 23:10:00,SKU-30,Entrada,16
2026-01-07 14:09:00,SKU-29,Saída,40
2026-01-07 05:48:00,SKU-16,Saída,20
2026-01-07 06:12:00,SKU-21,Saída,11
2026-01-07 11:48:00,SKU-17,Entrada,55
2026-01-07 10:07:00,SKU-6,Entrada,39
2026-01-07 20:33:00,SKU-35,Saída,19
2026-01-07 07:48:00,SKU-28,Saída,8
2026-01-07 14:11:00,SKU-33,Entrada,38
2026-01-07 11:40:00,SKU-20,Saída,42
2026-01-07 13:16:00,SKU-14,Saída,8
2026-01-07 12:42:00,SKU-14,Saída,16
2026-01-07 05:41:00,SKU-3,Saída,13
2026-01-07 22:25:00,SKU-33,Saída,21
2026-01-07 11:15:00,SKU-2,Saída,28
2026-01-07 03:27:00,SKU-14,Saída,13
2026-01-07 07:07:00,SKU-34,Saída,6
2026-01-07 19:51:00,SKU-21,Saída,7
2026-01-07 07:19:00,SKU-7,Saída,9
2026-01-07 23:32:00,SKU-32,Saída,8
2026-01-07 15:15:00,SKU-33,Entrada,49
2026-01-07 00:38:00,SKU-9,Entrada,17
2026-01-07 22:51:00,SKU-6,Saída,16
2026-01-07 20:13:00,SKU-11,Entrada,22
2026-01-07 04:40:00,SKU-32,Saída,14
2026-01-07 07:57:00,SKU-36,Entrada,13
2026-01-07 13:19:00,SKU-40,Entrada,6
2026-01-07 04:56:00,SKU-9,Saída,14
2026-01-07 04:00:00,SKU-12,Entrada,9
2026-01-07 11:40:00,SKU-28,Saída,31
2026-01-07 02:20:00,SKU-25,Entrada,22
2026-01-07 01:04:00,SKU-31,Entrada,8
2026-01-07 22:47:00,SKU-19,Entrada,14
2026-01-08 19:33:00,SKU-30,Entrada,9
2026-01-08 13:12:00,SKU-34,Entrada,10
2026-01-08 15:54:00,SKU-24,Entrada,58
2026-01-08 01:15:00,SKU-28,Saída,6
2026-01-08 01:27:00,SKU-26,Entrada,23
2026-01-08 07:38:00,SKU-5,Saída,7
2026-01-08 02:24:00,SKU-10,Saída,25
2026-01-08 23:20:00,SKU-7,Saída,18
2026-01-08 16:40:00,SKU-8,Saída,71
2026-01-08 22:31:00,SKU-11,Entrada,21
2026-01-08 13:54:00,SKU-33,Saída,13
2026-01-08 11:47:00,SKU-33,Saída,54
2026-01-08 20:51:00,SKU-18,Saída,13
2026-01-08 08:36:00,SKU-4,Entrada,8
2026-01-08 22:28:00,SKU-27,Entrada,19
2026-01-08 15:28:00,SKU-21,Entrada,45
2026-01-08 11:47:00,SKU-14,Saída,55
2026-01-08 21:22:00,SKU-26,Entrada,20
2026-01-08 12:51:00,SKU-37,Entrada,5
2026-01-08 05:47:00,SKU-31,Saída,18
2026-01-08 09:00:00,SKU-20,Entrada,32
2026-01-08 07:56:00,SKU-36,Saída,23
2026-01-08 16:10:00,SKU-13,Saída,31
2026-01-08 19:10:00,SKU-37,Saída,7
2026-01-08 09:16:00,SKU-21,Entrada,51
2026-01-08 04:34:00,SKU-2,Saída,18
2026-01-08 05:57:00,SKU-13,Saída,24
2026-01-08 04:10:00,SKU-15,Saída,25
2026-01-08 22:27:00,SKU-19,Entrada,14
2026-01-08 14:32:00,SKU-34,Saída,71
2026-01-08 23:36:00,SKU-29,Entrada,22
2026-01-08 16:14:00,SKU-14,Entrada,53
2026-01-08 22:30:00,SKU-26,Saída,20
2026-01-08 05:53:00,SKU-30,Entrada,12
2026-01-08 06:10:00,SKU-19,Saída,15
2026-01-08 09:06:00,SKU-12,Entrada,41
2026-01-08 10:21:00,SKU-17,Saída,59
2026-01-08 21:21:00,SKU-2,Saída,22
2026-01-08 05:49:00,SKU-2,Saída,10
2026-01-08 18:47:00,SKU-28,Entrada,9
2026-01-08 15:54:00,SKU-20,Saída,31
2026-01-08 10:01:00,SKU-3,Saída,59
2026-01-08 13:57:00,SKU-23,Saída,21
2026-01-08 03:37:00,SKU-27,Entrada,23
2026-01-08 10:54:00,SKU-32,Saída,29
2026-01-08 02:50:00,SKU-1,Entrada,14
2026-01-08 06:32:00,SKU-26,Saída,10
2026-01-08 10:22:00,SKU-13,Saída,47
2026-01-08 10:51:00,SKU-33,Saída,25
2026-01-08 13:42:00,SKU-21,Saída,13
2026-01-08 04:19:00,SKU-7,Entrada,15
2026-01-08 05:41:00,SKU-18,Saída,11
2026-01-08 16:34:00,SKU-25,Saída,64
2026-01-08 09:35:00,SKU-37,Entrada,43
2026-01-08 18:43:00,SKU-34,Entrada,7
2026-01-08 00:11:00,SKU-24,Entrada,12
2026-01-08 14:41:00,SKU-6,Entrada,31
2026-01-08 20:58:00,SKU-19,Saída,13
2026-01-08 18:25:00,SKU-27,Saída,9
2026-01-08 15:59:00,SKU-25,Saída,59
2026-01-08 16:33:00,SKU-19,Entrada,76
2026-01-08 00:12:00,SKU-20,Entrada,9
2026-01-08 17:33:00,SKU-31,Entrada,30
2026-01-08 06:45:00,SKU-16,Saída,5
2026-01-08 13:10:00,SKU-30,Saída,14
2026-01-08 16:26:00,SKU-1,Saída,44
2026-01-08 20:13:00,SKU-16,Entrada,6
2026-01-08 18:48:00,SKU-3,Saída,14
2026-01-08 04:34:00,SKU-35,Saída,24
2026-01-08 18:56:00,SKU-1,Entrada,17
2026-01-08 07:57:00,SKU-1,Entrada,20
2026-01-08 06:04:00,SKU-18,Entrada,23
2026-01-08 23:36:00,SKU-2,Saída,7
2026-01-08 03:57:00,SKU-40,Entrada,11
2026-01-08 08:49:00,SKU-18,Saída,24
2026-01-08 06:23:00,SKU-40,Entrada,12
2026-01-08 14:06:00,SKU-38,Entrada,60
2026-01-08 17:44:00,SKU-20,Saída,65
2026-01-08 11:51:00,SKU-5,Saída,21
2026-01-08 20:13:00,SKU-39,Saída,9
2026-01-08 04:11:00,SKU-23,Entrada,16
2026-01-08 10:32:00,SKU-26,Entrada,41
2026-01-08 01:16:00,SKU-35,Saída,23
2026-01-08 19:40:00,SKU-16,Entrada,16
2026-01-08 17:39:00,SKU-4,Entrada,69
2026-01-08 17:01:00,SKU-31,Entrada,31
2026-01-08 16:46:00,SKU-38,Entrada,75
2026-01-08 06:27:00,SKU-17,Entrada,19
2026-01-08 23:51:00,SKU-12,Entrada,8
2026-01-08 17:32:00,SKU-30,Saída,54
2026-01-08 13:46:00,SKU-10,Entrada,8
2026-01-08 14:47:00,SKU-19,Saída,68
2026-01-08 11:28:00,SKU-12,Entrada,51
2026-01-08 15:14:00,SKU-19,Entrada,55
2026-01-08 16:28:00,SKU-38,Saída,74
2026-01-08 00:15:00,SKU-34,Entrada,17
2026-01-08 14:36:00,SKU-1,Entrada,74
2026-01-08 10:32:00,SKU-21,Entrada,58
2026-01-08 06:48:00,SKU-30,Saída,24
2026-01-08 11:17:00,SKU-14,Saída,30
2026-01-08 00:21:00,SKU-24,Saída,10
2026-01-08 18:04:00,SKU-4,Entrada,19
2026-01-08 12:33:00,SKU-12,Saída,9
2026-01-08 13:38:00,SKU-21,Saída,5
2026-01-08 03:38:00,SKU-15,Saída,7
2026-01-08 00:57:00,SKU-9,Entrada,6
2026-01-08 13:40:00,SKU-27,Entrada,24
2026-01-08 12:34:00,SKU-34,Saída,19
2026-01-08 01:03:00,SKU-34,Entrada,23
2026-01-08 01:36:00,SKU-20,Entrada,20
